HGNC	Tissue
VAMP7	bone marrow
VAMP7	breast
VAMP7	bronchus
VAMP7	appendix
VAMP7	lymph node
VAMP7	lymph node
VAMP7	breast
VAMP7	pancreas
VAMP7	ovary
VAMP7	cervix, uterine
VAMP7	colon
VAMP7	breast
VAMP7	caudate
VAMP7	caudate
VAMP7	cerebellum
VAMP7	cerebellum
VAMP7	cerebellum
VAMP7	cerebral cortex
VAMP7	cerebral cortex
VAMP7	nasopharynx
VAMP7	oral mucosa
VAMP7	cervix, uterine
VAMP7	heart muscle
VAMP7	hippocampus
VAMP7	colon
VAMP7	colon
VAMP7	duodenum
VAMP7	endometrium 1
VAMP7	endometrium 1
VAMP7	endometrium 2
VAMP7	endometrium 2
VAMP7	epididymis
VAMP7	esophagus
VAMP7	fallopian tube
VAMP7	gallbladder
VAMP7	skin 1
VAMP7	skin 2
VAMP7	small intestine
VAMP7	kidney
VAMP7	kidney
VAMP7	liver
VAMP7	liver
VAMP7	lung
VAMP7	lung
VAMP7	adrenal gland
VAMP7	appendix
VAMP7	cerebral cortex
VAMP7	cerebral cortex
VAMP7	spleen
VAMP7	stomach 1
VAMP7	stomach 2
VAMP7	smooth muscle
VAMP7	soft tissue 1
VAMP7	pancreas
VAMP7	parathyroid gland
VAMP7	placenta
VAMP7	prostate
VAMP7	rectum
VAMP7	salivary gland
VAMP7	soft tissue 2
VAMP7	spleen
VAMP7	skeletal muscle
VAMP7	skin 1
VAMP7	skin 1
VAMP7	hippocampus
VAMP7	thyroid gland
VAMP7	soft tissue 1
VAMP7	soft tissue 1
VAMP7	soft tissue 1
VAMP7	soft tissue 2
VAMP7	soft tissue 2
VAMP7	soft tissue 2
VAMP7	tonsil
VAMP7	seminal vesicle
VAMP7	testis
VAMP7	tonsil
VAMP7	testis
VAMP7	skin 1
VAMP7	urinary bladder
VAMP7	vagina
VAMP7	tonsil
BECN1	breast
BECN1	adrenal gland
BECN1	appendix
BECN1	appendix
BECN1	bone marrow
BECN1	breast
BECN1	breast
BECN1	bronchus
BECN1	parathyroid gland
BECN1	placenta
BECN1	prostate
BECN1	caudate
BECN1	rectum
BECN1	salivary gland
BECN1	seminal vesicle
BECN1	skeletal muscle
BECN1	skin 1
BECN1	skin 1
BECN1	skin 1
BECN1	ovary
BECN1	ovary
BECN1	pancreas
BECN1	caudate
BECN1	smooth muscle
BECN1	soft tissue 1
BECN1	soft tissue 1
BECN1	soft tissue 1
BECN1	soft tissue 2
BECN1	soft tissue 2
BECN1	spleen
BECN1	spleen
BECN1	stomach 1
BECN1	stomach 2
BECN1	testis
BECN1	testis
BECN1	thyroid gland
BECN1	pancreas
BECN1	kidney
BECN1	liver
BECN1	liver
BECN1	lung
BECN1	lung
BECN1	lymph node
BECN1	lymph node
BECN1	nasopharynx
BECN1	oral mucosa
BECN1	cerebral cortex
BECN1	skin 1
BECN1	skin 2
BECN1	small intestine
BECN1	colon
BECN1	colon
BECN1	duodenum
BECN1	endometrium 1
BECN1	cerebellum
BECN1	cerebellum
BECN1	cerebellum
BECN1	cerebral cortex
BECN1	cerebral cortex
BECN1	fallopian tube
BECN1	gallbladder
BECN1	heart muscle
BECN1	hippocampus
BECN1	hippocampus
BECN1	kidney
BECN1	endometrium 2
BECN1	tonsil
BECN1	endometrium 1
BECN1	endometrium 2
BECN1	colon
BECN1	epididymis
BECN1	esophagus
BECN1	cervix, uterine
BECN1	tonsil
BECN1	cerebral cortex
BECN1	cervix, uterine
BECN1	tonsil
BECN1	urinary bladder
BECN1	vagina
ATG14	lung
ATG14	skin 1
ATG14	skin 1
ATG14	adrenal gland
ATG14	appendix
ATG14	appendix
ATG14	bone marrow
ATG14	breast
ATG14	breast
ATG14	bronchus
ATG14	caudate
ATG14	caudate
ATG14	seminal vesicle
ATG14	cerebellum
ATG14	skeletal muscle
ATG14	cerebellum
ATG14	cerebellum
ATG14	skin 1
ATG14	skin 1
ATG14	skin 2
ATG14	small intestine
ATG14	smooth muscle
ATG14	breast
ATG14	placenta
ATG14	prostate
ATG14	rectum
ATG14	soft tissue 1
ATG14	soft tissue 2
ATG14	soft tissue 2
ATG14	soft tissue 2
ATG14	spleen
ATG14	spleen
ATG14	stomach 1
ATG14	stomach 2
ATG14	testis
ATG14	testis
ATG14	thyroid gland
ATG14	tonsil
ATG14	tonsil
ATG14	tonsil
ATG14	urinary bladder
ATG14	lymph node
ATG14	lymph node
ATG14	nasopharynx
ATG14	oral mucosa
ATG14	ovary
ATG14	ovary
ATG14	pancreas
ATG14	pancreas
ATG14	parathyroid gland
ATG14	cervix, uterine
ATG14	soft tissue 1
ATG14	soft tissue 1
ATG14	salivary gland
ATG14	endometrium 1
ATG14	endometrium 1
ATG14	endometrium 2
ATG14	endometrium 2
ATG14	cerebral cortex
ATG14	cerebral cortex
ATG14	cerebral cortex
ATG14	cerebral cortex
ATG14	cervix, uterine
ATG14	hippocampus
ATG14	hippocampus
ATG14	kidney
ATG14	duodenum
ATG14	liver
ATG14	liver
ATG14	lung
ATG14	vagina
ATG14	epididymis
ATG14	esophagus
ATG14	fallopian tube
ATG14	gallbladder
ATG14	heart muscle
ATG14	colon
ATG14	colon
ATG14	kidney
ATG14	colon
TMEM175	rectum
TMEM175	skeletal muscle
TMEM175	salivary gland
TMEM175	seminal vesicle
TMEM175	appendix
TMEM175	appendix
TMEM175	bone marrow
TMEM175	cerebral cortex
TMEM175	breast
TMEM175	bronchus
TMEM175	caudate
TMEM175	breast
TMEM175	cerebellum
TMEM175	cerebellum
TMEM175	prostate
TMEM175	caudate
TMEM175	adrenal gland
TMEM175	cerebral cortex
TMEM175	cerebral cortex
TMEM175	cervix, uterine
TMEM175	cervix, uterine
TMEM175	colon
TMEM175	breast
TMEM175	pancreas
TMEM175	parathyroid gland
TMEM175	placenta
TMEM175	placenta
TMEM175	endometrium 1
TMEM175	cerebellum
TMEM175	cerebral cortex
TMEM175	epididymis
TMEM175	esophagus
TMEM175	fallopian tube
TMEM175	gallbladder
TMEM175	heart muscle
TMEM175	hippocampus
TMEM175	hippocampus
TMEM175	kidney
TMEM175	kidney
TMEM175	liver
TMEM175	liver
TMEM175	endometrium 2
TMEM175	endometrium 2
TMEM175	lung
TMEM175	lung
TMEM175	lymph node
TMEM175	lymph node
TMEM175	nasopharynx
TMEM175	oral mucosa
TMEM175	ovary
TMEM175	pancreas
TMEM175	colon
TMEM175	duodenum
TMEM175	endometrium 1
TMEM175	soft tissue 1
TMEM175	soft tissue 2
TMEM175	soft tissue 2
TMEM175	skin 1
TMEM175	skin 1
TMEM175	skin 1
TMEM175	skin 1
TMEM175	skin 2
TMEM175	small intestine
TMEM175	colon
TMEM175	thyroid gland
TMEM175	tonsil
TMEM175	tonsil
TMEM175	tonsil
TMEM175	urinary bladder
TMEM175	vagina
TMEM175	soft tissue 2
TMEM175	spleen
TMEM175	spleen
TMEM175	stomach 1
TMEM175	stomach 2
TMEM175	testis
TMEM175	testis
TMEM175	smooth muscle
TMEM175	soft tissue 1
TMEM175	soft tissue 1
TMEM175	soft tissue 1
BLOC1S1	appendix
BLOC1S1	bone marrow
BLOC1S1	breast
BLOC1S1	breast
BLOC1S1	breast
BLOC1S1	bronchus
BLOC1S1	caudate
BLOC1S1	cerebellum
BLOC1S1	cerebellum
BLOC1S1	cerebellum
BLOC1S1	cerebral cortex
BLOC1S1	cerebral cortex
BLOC1S1	cerebral cortex
BLOC1S1	salivary gland
BLOC1S1	cervix, uterine
BLOC1S1	cervix, uterine
BLOC1S1	colon
BLOC1S1	colon
BLOC1S1	colon
BLOC1S1	duodenum
BLOC1S1	caudate
BLOC1S1	parathyroid gland
BLOC1S1	placenta
BLOC1S1	placenta
BLOC1S1	prostate
BLOC1S1	rectum
BLOC1S1	esophagus
BLOC1S1	fallopian tube
BLOC1S1	gallbladder
BLOC1S1	heart muscle
BLOC1S1	hippocampus
BLOC1S1	hippocampus
BLOC1S1	kidney
BLOC1S1	kidney
BLOC1S1	liver
BLOC1S1	liver
BLOC1S1	lung
BLOC1S1	lung
BLOC1S1	epididymis
BLOC1S1	adrenal gland
BLOC1S1	appendix
BLOC1S1	cerebral cortex
BLOC1S1	lymph node
BLOC1S1	lymph node
BLOC1S1	nasopharynx
BLOC1S1	oral mucosa
BLOC1S1	ovary
BLOC1S1	pancreas
BLOC1S1	pancreas
BLOC1S1	endometrium 1
BLOC1S1	endometrium 2
BLOC1S1	endometrium 2
BLOC1S1	soft tissue 1
BLOC1S1	soft tissue 1
BLOC1S1	soft tissue 2
BLOC1S1	seminal vesicle
BLOC1S1	skeletal muscle
BLOC1S1	skin 1
BLOC1S1	skin 1
BLOC1S1	skin 1
BLOC1S1	skin 1
BLOC1S1	endometrium 1
BLOC1S1	thyroid gland
BLOC1S1	tonsil
BLOC1S1	tonsil
BLOC1S1	tonsil
BLOC1S1	urinary bladder
BLOC1S1	vagina
BLOC1S1	soft tissue 2
BLOC1S1	spleen
BLOC1S1	spleen
BLOC1S1	stomach 1
BLOC1S1	stomach 2
BLOC1S1	testis
BLOC1S1	testis
BLOC1S1	skin 2
BLOC1S1	small intestine
BLOC1S1	smooth muscle
BLOC1S1	soft tissue 1
STX6	cerebellum
STX6	cerebellum
STX6	breast
STX6	breast
STX6	breast
STX6	bronchus
STX6	caudate
STX6	caudate
STX6	cerebellum
STX6	prostate
STX6	cerebral cortex
STX6	cerebral cortex
STX6	cerebral cortex
STX6	cervix, uterine
STX6	bone marrow
STX6	cervix, uterine
STX6	colon
STX6	colon
STX6	colon
STX6	duodenum
STX6	endometrium 1
STX6	endometrium 1
STX6	endometrium 2
STX6	rectum
STX6	salivary gland
STX6	seminal vesicle
STX6	skeletal muscle
STX6	cerebral cortex
STX6	fallopian tube
STX6	gallbladder
STX6	heart muscle
STX6	hippocampus
STX6	hippocampus
STX6	kidney
STX6	kidney
STX6	liver
STX6	liver
STX6	lung
STX6	lung
STX6	lymph node
STX6	lymph node
STX6	adrenal gland
STX6	appendix
STX6	appendix
STX6	ovary
STX6	pancreas
STX6	pancreas
STX6	parathyroid gland
STX6	placenta
STX6	placenta
STX6	small intestine
STX6	smooth muscle
STX6	endometrium 2
STX6	epididymis
STX6	esophagus
STX6	soft tissue 1
STX6	soft tissue 2
STX6	soft tissue 2
STX6	skin 1
STX6	skin 1
STX6	skin 1
STX6	skin 1
STX6	skin 2
STX6	stomach 2
STX6	testis
STX6	testis
STX6	thyroid gland
STX6	tonsil
STX6	tonsil
STX6	nasopharynx
STX6	oral mucosa
STX6	soft tissue 2
STX6	soft tissue 2
STX6	spleen
STX6	spleen
STX6	stomach 1
STX6	soft tissue 1
STX6	soft tissue 1
STX6	soft tissue 1
STX6	vagina
STX6	urinary bladder
STX6	tonsil
CALCOCO2	epididymis
CALCOCO2	esophagus
CALCOCO2	endometrium 2
CALCOCO2	spleen
CALCOCO2	breast
CALCOCO2	breast
CALCOCO2	bronchus
CALCOCO2	caudate
CALCOCO2	caudate
CALCOCO2	cerebellum
CALCOCO2	cerebellum
CALCOCO2	cerebellum
CALCOCO2	cerebral cortex
CALCOCO2	cerebral cortex
CALCOCO2	fallopian tube
CALCOCO2	bone marrow
CALCOCO2	breast
CALCOCO2	cervix, uterine
CALCOCO2	cervix, uterine
CALCOCO2	colon
CALCOCO2	colon
CALCOCO2	colon
CALCOCO2	duodenum
CALCOCO2	endometrium 1
CALCOCO2	endometrium 1
CALCOCO2	endometrium 2
CALCOCO2	soft tissue 2
CALCOCO2	soft tissue 2
CALCOCO2	soft tissue 2
CALCOCO2	spleen
CALCOCO2	nasopharynx
CALCOCO2	gallbladder
CALCOCO2	heart muscle
CALCOCO2	hippocampus
CALCOCO2	hippocampus
CALCOCO2	kidney
CALCOCO2	kidney
CALCOCO2	liver
CALCOCO2	liver
CALCOCO2	adrenal gland
CALCOCO2	appendix
CALCOCO2	appendix
CALCOCO2	lymph node
CALCOCO2	cerebral cortex
CALCOCO2	oral mucosa
CALCOCO2	ovary
CALCOCO2	ovary
CALCOCO2	pancreas
CALCOCO2	pancreas
CALCOCO2	parathyroid gland
CALCOCO2	placenta
CALCOCO2	prostate
CALCOCO2	rectum
CALCOCO2	salivary gland
CALCOCO2	seminal vesicle
CALCOCO2	cerebral cortex
CALCOCO2	vagina
CALCOCO2	skin 1
CALCOCO2	skin 1
CALCOCO2	skin 1
CALCOCO2	skin 2
CALCOCO2	small intestine
CALCOCO2	smooth muscle
CALCOCO2	soft tissue 1
CALCOCO2	soft tissue 1
CALCOCO2	soft tissue 1
CALCOCO2	lung
CALCOCO2	lung
CALCOCO2	lymph node
CALCOCO2	skeletal muscle
CALCOCO2	skin 1
CALCOCO2	testis
CALCOCO2	testis
CALCOCO2	stomach 1
CALCOCO2	stomach 2
CALCOCO2	tonsil
CALCOCO2	thyroid gland
CALCOCO2	tonsil
CALCOCO2	tonsil
CALCOCO2	urinary bladder
STX17	placenta
STX17	skeletal muscle
STX17	ovary
STX17	ovary
STX17	pancreas
STX17	placenta
STX17	parathyroid gland
STX17	breast
STX17	prostate
STX17	pancreas
STX17	salivary gland
STX17	cerebellum
STX17	skin 1
STX17	rectum
STX17	oral mucosa
STX17	skin 1
STX17	skin 2
STX17	small intestine
STX17	smooth muscle
STX17	soft tissue 1
STX17	soft tissue 1
STX17	bronchus
STX17	caudate
STX17	caudate
STX17	soft tissue 2
STX17	soft tissue 2
STX17	skin 1
STX17	skin 1
STX17	stomach 1
STX17	stomach 2
STX17	testis
STX17	testis
STX17	thyroid gland
STX17	tonsil
STX17	tonsil
STX17	tonsil
STX17	urinary bladder
STX17	vagina
STX17	lung
STX17	spleen
STX17	spleen
STX17	adrenal gland
STX17	appendix
STX17	appendix
STX17	bone marrow
STX17	breast
STX17	breast
STX17	cervix, uterine
STX17	colon
STX17	soft tissue 1
STX17	soft tissue 2
STX17	endometrium 1
STX17	seminal vesicle
STX17	endometrium 2
STX17	cerebellum
STX17	cerebellum
STX17	cerebral cortex
STX17	cerebral cortex
STX17	cerebral cortex
STX17	cerebral cortex
STX17	hippocampus
STX17	kidney
STX17	kidney
STX17	liver
STX17	liver
STX17	endometrium 2
STX17	lung
STX17	epididymis
STX17	esophagus
STX17	fallopian tube
STX17	gallbladder
STX17	heart muscle
STX17	hippocampus
STX17	colon
STX17	duodenum
STX17	endometrium 1
STX17	colon
STX17	lymph node
STX17	lymph node
GABARAPL1	kidney
GABARAPL1	adrenal gland
GABARAPL1	appendix
GABARAPL1	heart muscle
GABARAPL1	hippocampus
GABARAPL1	hippocampus
GABARAPL1	gallbladder
GABARAPL1	caudate
GABARAPL1	cerebellum
GABARAPL1	cerebellum
GABARAPL1	cerebellum
GABARAPL1	cerebral cortex
GABARAPL1	cerebral cortex
GABARAPL1	cerebral cortex
GABARAPL1	cerebral cortex
GABARAPL1	cervix, uterine
GABARAPL1	cervix, uterine
GABARAPL1	breast
GABARAPL1	bronchus
GABARAPL1	caudate
GABARAPL1	colon
GABARAPL1	colon
GABARAPL1	duodenum
GABARAPL1	endometrium 1
GABARAPL1	endometrium 1
GABARAPL1	endometrium 2
GABARAPL1	endometrium 2
GABARAPL1	epididymis
GABARAPL1	esophagus
GABARAPL1	fallopian tube
GABARAPL1	spleen
GABARAPL1	spleen
GABARAPL1	stomach 1
GABARAPL1	stomach 2
GABARAPL1	testis
GABARAPL1	kidney
GABARAPL1	liver
GABARAPL1	liver
GABARAPL1	lung
GABARAPL1	lung
GABARAPL1	appendix
GABARAPL1	bone marrow
GABARAPL1	breast
GABARAPL1	breast
GABARAPL1	ovary
GABARAPL1	ovary
GABARAPL1	pancreas
GABARAPL1	pancreas
GABARAPL1	parathyroid gland
GABARAPL1	placenta
GABARAPL1	placenta
GABARAPL1	prostate
GABARAPL1	rectum
GABARAPL1	salivary gland
GABARAPL1	seminal vesicle
GABARAPL1	skeletal muscle
GABARAPL1	skin 1
GABARAPL1	skin 1
GABARAPL1	skin 1
GABARAPL1	colon
GABARAPL1	skin 2
GABARAPL1	small intestine
GABARAPL1	smooth muscle
GABARAPL1	soft tissue 1
GABARAPL1	soft tissue 1
GABARAPL1	soft tissue 1
GABARAPL1	soft tissue 1
GABARAPL1	soft tissue 2
GABARAPL1	soft tissue 2
GABARAPL1	soft tissue 2
GABARAPL1	oral mucosa
GABARAPL1	tonsil
GABARAPL1	testis
GABARAPL1	skin 1
GABARAPL1	tonsil
GABARAPL1	vagina
GABARAPL1	lymph node
GABARAPL1	thyroid gland
GABARAPL1	nasopharynx
GABARAPL1	urinary bladder
GABARAPL1	lymph node
GABARAPL1	tonsil
RAB20	stomach 1
RAB20	spleen
RAB20	adrenal gland
RAB20	appendix
RAB20	appendix
RAB20	tonsil
RAB20	tonsil
RAB20	breast
RAB20	breast
RAB20	bronchus
RAB20	caudate
RAB20	caudate
RAB20	soft tissue 2
RAB20	soft tissue 2
RAB20	spleen
RAB20	cerebral cortex
RAB20	cerebral cortex
RAB20	cerebral cortex
RAB20	bone marrow
RAB20	breast
RAB20	smooth muscle
RAB20	soft tissue 1
RAB20	soft tissue 1
RAB20	soft tissue 1
RAB20	soft tissue 1
RAB20	cerebellum
RAB20	cerebellum
RAB20	cerebellum
RAB20	endometrium 2
RAB20	epididymis
RAB20	esophagus
RAB20	stomach 2
RAB20	testis
RAB20	testis
RAB20	tonsil
RAB20	urinary bladder
RAB20	vagina
RAB20	hippocampus
RAB20	soft tissue 2
RAB20	endometrium 1
RAB20	endometrium 2
RAB20	lung
RAB20	lung
RAB20	nasopharynx
RAB20	ovary
RAB20	pancreas
RAB20	pancreas
RAB20	parathyroid gland
RAB20	placenta
RAB20	placenta
RAB20	prostate
RAB20	rectum
RAB20	salivary gland
RAB20	seminal vesicle
RAB20	skeletal muscle
RAB20	skin 1
RAB20	skin 1
RAB20	skin 1
RAB20	cerebral cortex
RAB20	cervix, uterine
RAB20	cervix, uterine
RAB20	colon
RAB20	colon
RAB20	colon
RAB20	duodenum
RAB20	endometrium 1
RAB20	kidney
RAB20	kidney
RAB20	liver
RAB20	liver
RAB20	thyroid gland
RAB20	gallbladder
RAB20	skin 1
RAB20	skin 2
RAB20	hippocampus
RAB20	small intestine
RAB20	heart muscle
RAB20	fallopian tube
MAP1LC3B	esophagus
MAP1LC3B	appendix
MAP1LC3B	epididymis
MAP1LC3B	breast
MAP1LC3B	breast
MAP1LC3B	bronchus
MAP1LC3B	breast
MAP1LC3B	endometrium 1
MAP1LC3B	endometrium 1
MAP1LC3B	endometrium 2
MAP1LC3B	endometrium 2
MAP1LC3B	adrenal gland
MAP1LC3B	appendix
MAP1LC3B	cerebral cortex
MAP1LC3B	bone marrow
MAP1LC3B	cerebral cortex
MAP1LC3B	cerebral cortex
MAP1LC3B	cervix, uterine
MAP1LC3B	cervix, uterine
MAP1LC3B	caudate
MAP1LC3B	caudate
MAP1LC3B	cerebellum
MAP1LC3B	cerebellum
MAP1LC3B	soft tissue 1
MAP1LC3B	soft tissue 1
MAP1LC3B	soft tissue 1
MAP1LC3B	soft tissue 2
MAP1LC3B	cerebral cortex
MAP1LC3B	fallopian tube
MAP1LC3B	gallbladder
MAP1LC3B	heart muscle
MAP1LC3B	hippocampus
MAP1LC3B	colon
MAP1LC3B	colon
MAP1LC3B	duodenum
MAP1LC3B	soft tissue 1
MAP1LC3B	liver
MAP1LC3B	lung
MAP1LC3B	lung
MAP1LC3B	lymph node
MAP1LC3B	lymph node
MAP1LC3B	nasopharynx
MAP1LC3B	oral mucosa
MAP1LC3B	ovary
MAP1LC3B	ovary
MAP1LC3B	pancreas
MAP1LC3B	pancreas
MAP1LC3B	parathyroid gland
MAP1LC3B	placenta
MAP1LC3B	placenta
MAP1LC3B	prostate
MAP1LC3B	rectum
MAP1LC3B	cerebellum
MAP1LC3B	seminal vesicle
MAP1LC3B	skeletal muscle
MAP1LC3B	skin 1
MAP1LC3B	skin 1
MAP1LC3B	skin 1
MAP1LC3B	skin 1
MAP1LC3B	skin 2
MAP1LC3B	small intestine
MAP1LC3B	smooth muscle
MAP1LC3B	liver
MAP1LC3B	tonsil
MAP1LC3B	tonsil
MAP1LC3B	tonsil
MAP1LC3B	urinary bladder
MAP1LC3B	vagina
MAP1LC3B	soft tissue 2
MAP1LC3B	soft tissue 2
MAP1LC3B	spleen
MAP1LC3B	spleen
MAP1LC3B	hippocampus
MAP1LC3B	kidney
MAP1LC3B	kidney
MAP1LC3B	testis
MAP1LC3B	testis
MAP1LC3B	thyroid gland
MAP1LC3B	stomach 1
MAP1LC3B	salivary gland
MAP1LC3B	stomach 2
OSBPL1A	skin 1
OSBPL1A	skin 2
OSBPL1A	skin 1
OSBPL1A	adrenal gland
OSBPL1A	appendix
OSBPL1A	appendix
OSBPL1A	skin 1
OSBPL1A	soft tissue 1
OSBPL1A	placenta
OSBPL1A	placenta
OSBPL1A	prostate
OSBPL1A	rectum
OSBPL1A	salivary gland
OSBPL1A	seminal vesicle
OSBPL1A	skeletal muscle
OSBPL1A	skin 1
OSBPL1A	cerebral cortex
OSBPL1A	cerebral cortex
OSBPL1A	cerebral cortex
OSBPL1A	small intestine
OSBPL1A	cervix, uterine
OSBPL1A	smooth muscle
OSBPL1A	soft tissue 1
OSBPL1A	soft tissue 2
OSBPL1A	soft tissue 2
OSBPL1A	soft tissue 2
OSBPL1A	spleen
OSBPL1A	spleen
OSBPL1A	stomach 1
OSBPL1A	stomach 2
OSBPL1A	testis
OSBPL1A	testis
OSBPL1A	cerebral cortex
OSBPL1A	thyroid gland
OSBPL1A	tonsil
OSBPL1A	tonsil
OSBPL1A	tonsil
OSBPL1A	urinary bladder
OSBPL1A	vagina
OSBPL1A	lung
OSBPL1A	lymph node
OSBPL1A	lymph node
OSBPL1A	nasopharynx
OSBPL1A	oral mucosa
OSBPL1A	ovary
OSBPL1A	ovary
OSBPL1A	bone marrow
OSBPL1A	breast
OSBPL1A	breast
OSBPL1A	breast
OSBPL1A	bronchus
OSBPL1A	caudate
OSBPL1A	caudate
OSBPL1A	cerebellum
OSBPL1A	cerebellum
OSBPL1A	cerebellum
OSBPL1A	endometrium 1
OSBPL1A	endometrium 2
OSBPL1A	endometrium 2
OSBPL1A	esophagus
OSBPL1A	hippocampus
OSBPL1A	kidney
OSBPL1A	soft tissue 1
OSBPL1A	cervix, uterine
OSBPL1A	colon
OSBPL1A	colon
OSBPL1A	colon
OSBPL1A	duodenum
OSBPL1A	endometrium 1
OSBPL1A	pancreas
OSBPL1A	pancreas
OSBPL1A	kidney
OSBPL1A	liver
OSBPL1A	liver
OSBPL1A	lung
OSBPL1A	fallopian tube
OSBPL1A	parathyroid gland
OSBPL1A	heart muscle
OSBPL1A	hippocampus
OSBPL1A	gallbladder
RPTOR	liver
RPTOR	heart muscle
RPTOR	pancreas
RPTOR	hippocampus
RPTOR	hippocampus
RPTOR	kidney
RPTOR	kidney
RPTOR	placenta
RPTOR	placenta
RPTOR	prostate
RPTOR	rectum
RPTOR	salivary gland
RPTOR	seminal vesicle
RPTOR	skeletal muscle
RPTOR	skin 1
RPTOR	skin 1
RPTOR	skin 1
RPTOR	skin 1
RPTOR	skin 2
RPTOR	colon
RPTOR	duodenum
RPTOR	endometrium 1
RPTOR	endometrium 1
RPTOR	endometrium 2
RPTOR	endometrium 2
RPTOR	epididymis
RPTOR	esophagus
RPTOR	fallopian tube
RPTOR	gallbladder
RPTOR	spleen
RPTOR	stomach 1
RPTOR	stomach 2
RPTOR	testis
RPTOR	testis
RPTOR	liver
RPTOR	lung
RPTOR	lung
RPTOR	lymph node
RPTOR	lymph node
RPTOR	nasopharynx
RPTOR	oral mucosa
RPTOR	ovary
RPTOR	vagina
RPTOR	appendix
RPTOR	appendix
RPTOR	pancreas
RPTOR	parathyroid gland
RPTOR	breast
RPTOR	bronchus
RPTOR	caudate
RPTOR	caudate
RPTOR	cerebellum
RPTOR	cerebellum
RPTOR	cerebellum
RPTOR	cerebral cortex
RPTOR	cerebral cortex
RPTOR	cerebral cortex
RPTOR	cerebral cortex
RPTOR	cervix, uterine
RPTOR	cervix, uterine
RPTOR	colon
RPTOR	colon
RPTOR	soft tissue 1
RPTOR	soft tissue 1
RPTOR	soft tissue 1
RPTOR	soft tissue 1
RPTOR	soft tissue 2
RPTOR	soft tissue 2
RPTOR	soft tissue 2
RPTOR	spleen
RPTOR	breast
RPTOR	smooth muscle
RPTOR	bone marrow
RPTOR	breast
RPTOR	tonsil
RPTOR	tonsil
RPTOR	tonsil
RPTOR	thyroid gland
RPTOR	adrenal gland
RPTOR	small intestine
RPTOR	urinary bladder
CACNA1A	cervix, uterine
CACNA1A	lymph node
CACNA1A	cervix, uterine
CACNA1A	cerebral cortex
CACNA1A	colon
CACNA1A	nasopharynx
CACNA1A	oral mucosa
CACNA1A	colon
CACNA1A	cerebellum
CACNA1A	cerebellum
CACNA1A	cerebellum
CACNA1A	cerebral cortex
CACNA1A	cerebral cortex
CACNA1A	cerebral cortex
CACNA1A	skeletal muscle
CACNA1A	skin 1
CACNA1A	ovary
CACNA1A	ovary
CACNA1A	duodenum
CACNA1A	caudate
CACNA1A	caudate
CACNA1A	endometrium 1
CACNA1A	endometrium 2
CACNA1A	endometrium 2
CACNA1A	epididymis
CACNA1A	esophagus
CACNA1A	fallopian tube
CACNA1A	gallbladder
CACNA1A	heart muscle
CACNA1A	skin 1
CACNA1A	skin 1
CACNA1A	skin 1
CACNA1A	colon
CACNA1A	endometrium 1
CACNA1A	kidney
CACNA1A	liver
CACNA1A	liver
CACNA1A	lung
CACNA1A	lung
CACNA1A	lymph node
CACNA1A	adrenal gland
CACNA1A	appendix
CACNA1A	appendix
CACNA1A	bone marrow
CACNA1A	breast
CACNA1A	breast
CACNA1A	breast
CACNA1A	bronchus
CACNA1A	parathyroid gland
CACNA1A	placenta
CACNA1A	placenta
CACNA1A	prostate
CACNA1A	rectum
CACNA1A	salivary gland
CACNA1A	seminal vesicle
CACNA1A	soft tissue 2
CACNA1A	soft tissue 2
CACNA1A	spleen
CACNA1A	hippocampus
CACNA1A	hippocampus
CACNA1A	kidney
CACNA1A	skin 2
CACNA1A	small intestine
CACNA1A	smooth muscle
CACNA1A	soft tissue 1
CACNA1A	soft tissue 1
CACNA1A	soft tissue 1
CACNA1A	soft tissue 2
CACNA1A	vagina
CACNA1A	pancreas
CACNA1A	testis
CACNA1A	testis
CACNA1A	spleen
CACNA1A	tonsil
CACNA1A	tonsil
CACNA1A	tonsil
CACNA1A	thyroid gland
CACNA1A	stomach 1
CACNA1A	pancreas
CACNA1A	urinary bladder
CACNA1A	stomach 2
SNAPIN	appendix
SNAPIN	breast
SNAPIN	ovary
SNAPIN	appendix
SNAPIN	bone marrow
SNAPIN	breast
SNAPIN	bronchus
SNAPIN	caudate
SNAPIN	caudate
SNAPIN	cerebellum
SNAPIN	cerebellum
SNAPIN	adrenal gland
SNAPIN	lymph node
SNAPIN	nasopharynx
SNAPIN	oral mucosa
SNAPIN	cerebral cortex
SNAPIN	ovary
SNAPIN	breast
SNAPIN	colon
SNAPIN	colon
SNAPIN	duodenum
SNAPIN	endometrium 1
SNAPIN	endometrium 1
SNAPIN	endometrium 2
SNAPIN	endometrium 2
SNAPIN	epididymis
SNAPIN	esophagus
SNAPIN	fallopian tube
SNAPIN	gallbladder
SNAPIN	cervix, uterine
SNAPIN	cervix, uterine
SNAPIN	testis
SNAPIN	thyroid gland
SNAPIN	tonsil
SNAPIN	tonsil
SNAPIN	tonsil
SNAPIN	urinary bladder
SNAPIN	vagina
SNAPIN	lymph node
SNAPIN	cerebral cortex
SNAPIN	cerebral cortex
SNAPIN	cerebral cortex
SNAPIN	skin 1
SNAPIN	skin 1
SNAPIN	skin 1
SNAPIN	pancreas
SNAPIN	pancreas
SNAPIN	parathyroid gland
SNAPIN	placenta
SNAPIN	placenta
SNAPIN	prostate
